#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-12-07T20:02:09 [V7.5.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-12-07T20:02:09	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_RAJ,_DEJ&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=V/50/catalog&-order=I&-out=HR&-out=Name&-out=HD&-out=ADS&-out=VarID&-out=RAJ2000&-out=DEJ2000&-out=Vmag&-out=B-V&-out=SpType&-out=NoteFlag&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_5050
#Name: V/50
#Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#INFO	ivoid=ivo://cds.vizier/v/50	    IVOID of underlying data collection
#INFO	creator=Hoffleit D.	    First author or institution
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/V/50	    Dataset landing page
#INFO	publication_date=1997-12-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	V_50_catalog:
#Name: V/50/catalog
#Title: The main part of the Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ Harvard Revised Number = Bright Star Number	[ucd=meta.id;meta.main]
#Column	Name	(a10)	Name, generally Bayer and/or Flamsteed name	[ucd=meta.id]
#Column	HD	(I6)	[1/225300]? Henry Draper Catalog Number	[ucd=meta.id]
#Column	ADS	(a5)	Aitken's Double Star Catalog (ADS) designation	[ucd=meta.id]
#Column	VarID	(a9)	Variable star identification	[ucd=meta.id]
#Column	RAJ2000	(A10)	?Hours RA, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	?Sign Dec, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? B-V color in the UBV system	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	SpType	(a20)	Spectral type	[ucd=src.spType]
#Column	NoteFlag	(A1)	[*] a star indicates that there is a note (see file notes)	[ucd=meta.note]
_RAJ2000|_DEJ2000|HR|Name|HD|ADS|VarID|RAJ2000|DEJ2000|Vmag|B-V|SpType|NoteFlag
065.102500|+34.566667|1343| 54    Per| 27348|     |         |04 20 24.6|+34 34 00| 4.93| 0.94|  G8III             |
065.041667|+31.953333|1344|          | 27349|     |         |04 20 10.0|+31 57 12| 6.16| 1.71|  K5                |
064.566250|-20.715556|1345|          | 27362|     | 1548    |04 18 15.9|-20 42 56| 6.00| 1.67|  G8III             |*
064.948333|+15.627500|1346| 54Gam Tau| 27371|     | 1553    |04 19 47.6|+15 37 39| 3.65| 0.99|  K0-IIIabCN1       |*
064.473750|-33.798333|1347| 41Ups4Eri| 27376|     |Var      |04 17 53.7|-33 47 54| 3.56|-0.12|  B9V               |*
065.088750|+27.350833|1348| 52Phi Tau| 27382| 3137|         |04 20 21.3|+27 21 03| 4.95| 1.15|  K1III             |*
064.906250|+10.121389|1349|          | 27386|     |         |04 19 37.5|+10 07 17| 6.31| 1.43|  K0                |*
065.388333|+46.498889|1350| 53    Per| 27396|     |V469 Per |04 21 33.2|+46 29 56| 4.85|-0.03|  B4IV              |*
064.990417|+14.035278|1351| 57    Tau| 27397|     |V483 Tau |04 19 57.7|+14 02 07| 5.59| 0.28|  F0IV              |*
065.741250|+59.616389|1352|          | 27402| 3146| 1566    |04 22 57.9|+59 36 59| 6.19|     |  A4V               |*
064.655833|-22.970278|1353|          | 27411|     |         |04 18 37.4|-22 58 13| 6.07| 0.30|  Am                |*
065.104583|+18.742500|1354|          | 27429|     |         |04 20 25.1|+18 44 33| 6.12| 0.37|  F3:V              |*
064.120417|-59.301944|1355|   Eps Ret| 27442|     |         |04 16 28.9|-59 18 07| 4.44| 1.08|  K2IVa             |
065.151250|+15.095278|1356| 58    Tau| 27459|     |V696 Tau |04 20 36.3|+15 05 43| 5.26| 0.22|  F0V               |*
064.087917|-60.948611|1357|          | 27463|     |TT Ret   |04 16 21.1|-60 56 55| 6.37| 0.07|  ApEuCrSr:         |*
065.220000|+13.864167|1358|          | 27483|     |         |04 20 52.8|+13 51 51| 6.17| 0.46|  F6V               |*
064.762500|-33.905000|1359|          | 27490|     |         |04 19 03.0|-33 54 18| 6.37| 0.13|  A3V               |*
065.171667| +6.130833|1360|          | 27497|     |         |04 20 41.2|+06 07 51| 5.77| 0.92|  G8III-IV          |
065.204167| +9.225556|1361|          | 27505|     |         |04 20 49.0|+09 13 32| 6.53| 0.15|  A4V               |
065.161250| -6.245556|1362|          | 27536|     |EK Eri   |04 20 38.7|-06 14 44| 6.27| 0.91|  G8IV:             |*
065.178333| -7.592500|1363|          | 27563|     |EM Eri   |04 20 42.8|-07 35 33| 5.85|-0.13|  B5III             |*
064.819167|-44.268056|1364|          | 27588|     |         |04 19 16.6|-44 16 05| 5.34| 1.08|  K2III             |*
064.666667|-52.860000|1365|          | 27604|     |         |04 18 40.0|-52 51 36| 6.09| 0.49|  F7IV-V            |
065.362917| -0.098056|1366|          | 27611| 3152|         |04 21 27.1|-00 05 53| 5.86| 1.32|  K3III             |*
065.162500|-20.639722|1367|          | 27616|     |         |04 20 39.0|-20 38 23| 5.38|-0.02|  A2V               |
065.514583|+14.077222|1368| 60    Tau| 27628|     | V775 Tau|04 22 03.5|+14 04 38| 5.72| 0.32|  A3m               |*
065.645417|+25.629167|1369| 59Chi Tau| 27638| 3161|         |04 22 34.9|+25 37 45| 5.37|-0.05|  B9V               |*
065.595000|+20.821389|1370|          | 27639| 3158|         |04 22 22.8|+20 49 17| 5.91| 1.66|  M0IIIab+A,F       |*
065.899583|+42.428056|1371|          | 27650| 3172|         |04 23 35.9|+42 25 41| 6.23| 0.00|  A1pSi             |
064.417500|-63.255556|1372|   The Ret| 27657|     | 1556    |04 17 40.2|-63 15 20| 5.87|-0.07|  B9III-IV          |
065.733750|+17.542500|1373| 61Del1Tau| 27697|     | 1582    |04 22 56.1|+17 32 33| 3.76| 0.98|  K0-IIICN0.5       |*
065.380417|-25.728333|1374|          | 27710| 3159| 1574    |04 21 31.3|-25 43 42| 6.01| 0.35|  F0IV-V            |*
065.885000|+20.982222|1375|          | 27742|     |         |04 23 32.4|+20 58 56| 5.99| 0.03|  B8IV-V            |
065.854167|+16.777222|1376| 63    Tau| 27749|     |Var?     |04 23 25.0|+16 46 38| 5.64| 0.30|  A1m               |*
066.121667|+34.130556|1377| 55    Per| 27777|     |         |04 24 29.2|+34 07 50| 5.73|-0.06|  B8V               |
065.999167|+24.301111|1378| 62    Tau| 27778| 3179|         |04 23 59.8|+24 18 04| 6.36| 0.17|  B3V               |*
066.155833|+33.959722|1379| 56    Per| 27786| 3188| 1592    |04 24 37.4|+33 57 35| 5.76| 0.40|  F4V               |*
066.024167|+17.443889|1380| 64Del2Tau| 27819|     |         |04 24 05.8|+17 26 38| 4.80| 0.15|  A7V               |*
065.966250| +9.460833|1381| 66    Tau| 27820| 3182|         |04 23 51.9|+09 27 39| 5.12| 0.07|  A3V               |*
066.753750|+57.585278|1382|          | 27855| 3203|         |04 27 00.9|+57 35 07| 6.32| 0.04|  A0III             |*
065.920000| -3.745556|1383| 42Xi  Eri| 27861|     | 1590    |04 23 40.8|-03 44 44| 5.17| 0.08|  A2V               |*
065.773750|-24.892222|1384|          | 27881|     | 1588    |04 23 05.7|-24 53 32| 5.83| 1.51|  K5                |*
066.237917|+19.041667|1385|          | 27901|     |         |04 24 57.1|+19 02 30| 5.98| 0.37|  F4V               |*
065.782083|-35.545000|1386|          | 27941|     |         |04 23 07.7|-35 32 42| 6.39| 1.24|  K1III             |
066.342083|+22.293889|1387| 65Kap1Tau| 27934| 3201| 1593    |04 25 22.1|+22 17 38| 4.22| 0.13|  A7IV-V            |*
066.354167|+22.199722|1388| 67Kap2Tau| 27946| 3201| 1594    |04 25 25.0|+22 11 59| 5.28| 0.25|  A7V               |*
066.372500|+17.928056|1389| 68Del3Tau| 27962| 3206|V776 Tau |04 25 29.4|+17 55 41| 4.29| 0.05|  A2IV              |*
066.526250|+31.438889|1390|          | 27971|     |         |04 26 06.3|+31 26 20| 5.28| 0.97|  K1III             |
066.405417|+15.940833|1391| 70    Tau| 27991|     |         |04 25 37.3|+15 56 27| 6.46| 0.49|  F7V               |*
066.577083|+22.813611|1392| 69Ups Tau| 28024|     |Ups Tau  |04 26 18.5|+22 48 49| 4.28| 0.26|  A8Vn              |*
066.009167|-34.016944|1393| 43    Eri| 28028|     |         |04 24 02.2|-34 01 01| 3.96| 1.49|  K4III             |*
066.586667|+15.618333|1394| 71    Tau| 28052|     |V777 Tau |04 26 20.8|+15 37 06| 4.49| 0.25|  F0V               |*
065.472083|-63.386389|1395|   Eta Ret| 28093|     |         |04 21 53.3|-63 23 11| 5.24| 0.96|  G8III             |*
066.651667|+14.713611|1396| 73Pi  Tau| 28100|     |         |04 26 36.4|+14 42 49| 4.69| 0.98|  G7IIIaFe-1        |
066.587917| +8.590278|1397|          | 28114|     |         |04 26 21.1|+08 35 25| 6.06| 0.02|  B6IV              |
066.235000|-34.757778|1398|          | 28143|     |         |04 24 56.4|-34 45 28| 6.55| 0.44|  F2III             |*
066.822917|+22.996389|1399| 72    Tau| 28149|     |         |04 27 17.5|+22 59 47| 5.53|-0.10|  B7V               |*
066.752917| +2.079444|1400|          | 28191|     |         |04 27 00.7|+02 04 46| 6.23| 1.09|  K1III             |
068.377917|+72.528611|1401|          | 28204| 3267|         |04 33 30.7|+72 31 43| 5.94| 0.30|  A8m               |*
066.870000|+11.212500|1402|          | 28217| 3228|         |04 27 28.8|+11 12 45| 5.88| 0.05|  B8IV              |*
067.003333|+21.620000|1403|          | 28226|     |         |04 28 00.8|+21 37 12| 5.72| 0.27|  Am                |*
066.329583|-44.160833|1404|          | 28246|     |         |04 25 19.1|-44 09 39| 6.39| 0.44|  F6V               |
066.050833|-57.071389|1405|          | 28255|     |         |04 24 12.2|-57 04 17| 6.29| 0.66|  G4V               |*
067.216250|+30.361389|1406|          | 28271| 3243|         |04 28 51.9|+30 21 41| 6.40| 0.52|  F7V               |*
067.110000|+16.359722|1407| 75    Tau| 28292|     | 1609    |04 28 26.4|+16 21 35| 4.97| 1.13|  K2III             |*
067.097500|+14.740833|1408| 76    Tau| 28294|     |         |04 28 23.4|+14 44 27| 5.90| 0.32|  F0IV              |*
069.121667|+23.340833|1459|          | 29169|     | 1663    |04 36 29.2|+23 20 27| 6.02| 0.38|  F5IV              |*
067.154167|+19.180278|1409| 74Eps Tau| 28305|     |         |04 28 37.0|+19 10 49| 3.53| 1.01|  G9.5IIICN0.5      |*
066.737500|-24.081389|1410|          | 28312| 3230|         |04 26 57.0|-24 04 53| 6.11| 0.14|  A2                |*
067.143750|+15.962222|1411| 77The1Tau| 28307|     |         |04 28 34.5|+15 57 44| 3.84| 0.95|  K0IIIbFe-0.5      |*
067.165417|+15.870833|1412| 78The2Tau| 28319|     |The2 Tau |04 28 39.7|+15 52 15| 3.40| 0.18|  A7III             |*
067.015000| +1.858611|1413|          | 28322|     |         |04 28 03.6|+01 51 31| 6.15| 1.02|  G9III             |
067.209167|+13.047500|1414| 79    Tau| 28355|     |         |04 28 50.2|+13 02 51| 5.03| 0.23|  A7V               |*
067.133750| +1.380833|1415|          | 28375|     |         |04 28 32.1|+01 22 51| 5.55|-0.10|  B3V               |*
066.272083|-61.238333|1416|          | 28413|     |         |04 25 05.3|-61 14 18| 5.94| 1.54|  K4-5III           |
068.007500|+53.910833|1417|  1    Cam| 28446| 3274|Var?     |04 32 01.8|+53 54 39| 5.77| 0.18|  B0III             |*
066.775000|-46.947500|1418|          | 28454|     |         |04 27 06.0|-46 56 51| 6.10| 0.46|  F5-6V             |*
067.659583|+32.458056|1419|          | 28459|     |         |04 30 38.3|+32 27 29| 6.21|-0.04|  B9.5Vn            |*
067.428750|+10.521667|1420|          | 28475|     |         |04 29 42.9|+10 31 18| 6.79| 0.09|  B5V               |
067.162500|-19.458333|1421|          | 28479|     |         |04 28 39.0|-19 27 30| 5.96| 1.22|  K1III             |
067.535833|+15.638056|1422| 80    Tau| 28485| 3264|         |04 30 08.6|+15 38 17| 5.58| 0.32|  F0V               |*
067.278750|-13.048333|1423|          | 28497|     |DU Eri   |04 29 06.9|-13 02 54| 5.60|-0.23|  B1Vne             |*
067.850000|+40.010278|1424|          | 28503| 3273|         |04 31 24.0|+40 00 37| 6.26| 0.04|  B8V               |*
067.510000|+10.262500|1425|          | 28505|     |         |04 30 02.4|+10 15 45| 6.48| 1.03|  G8III             |
064.496250|-80.213889|1426|   Del Men| 28525|     | 1591    |04 17 59.1|-80 12 50| 5.69| 0.84|  K2-3III+A         |
067.640417|+16.193889|1427|          | 28527|     | 1627    |04 30 33.7|+16 11 38| 4.78| 0.17|  A6IV              |*
067.662083|+15.691944|1428| 81    Tau| 28546|     |         |04 30 38.9|+15 41 31| 5.48| 0.26|  A5m               |*
067.039167|-41.960000|1429|          | 28552|     | 1615    |04 28 09.4|-41 57 36| 6.44| 1.64|  M1III             |
067.655417|+13.724444|1430| 83    Tau| 28556|     |         |04 30 37.3|+13 43 28| 5.40| 0.26|  F0V               |*
067.540417|-13.592222|1431|          | 28625|     |         |04 30 09.7|-13 35 32| 6.24| 1.00|  G5                |
067.965833|+15.851667|1432| 85    Tau| 28677|     | 1640    |04 31 51.8|+15 51 06| 6.02| 0.34|  F4V               |*
067.333333|-46.515278|1433|          | 28700|     |         |04 29 20.0|-46 30 55| 6.16| 1.06|  K1III             |
068.353750|+43.063889|1434| 57    Per| 28704|     |         |04 33 24.9|+43 03 50| 6.09| 0.38|  F0V               |
066.941250|-62.520833|1435|          | 28732|     |         |04 27 45.9|-62 31 15| 5.75| 1.01|  K0III             |
068.020000| +5.410000|1436|          | 28736|     |         |04 32 04.8|+05 24 36| 6.39| 0.42|  F5V               |*
067.969583| -0.043889|1437| 45    Eri| 28749|     |         |04 31 52.7|-00 02 38| 4.91| 1.32|  K3II-III          |
067.857917|-13.645000|1438|          | 28763| 3284|         |04 31 25.9|-13 38 42| 6.21| 0.12|  A3V               |
067.667917|-35.653611|1439|          | 28776|     |         |04 30 40.3|-35 39 13| 5.96| 1.00|  K0II              |
069.100833|+64.261667|1440|          | 28780|     |         |04 36 24.2|+64 15 42| 5.94|-0.03|  A1V               |
068.155833| -3.209167|1441|          | 28843|     |DZ Eri   |04 32 37.4|-03 12 33| 5.81|-0.14|  B9III             |*
068.387083|+18.016667|1442|          | 28867| 3297|         |04 33 32.9|+18 01 00| 6.25| 0.07|  B9IVn             |*
067.708750|-44.953889|1443|   Del Cae| 28873|     |Var?     |04 30 50.1|-44 57 14| 5.07|-0.19|  B2IV-V            |
068.462083|+14.844444|1444| 86Rho Tau| 28910|     |Rho Tau  |04 33 50.9|+14 50 40| 4.65| 0.25|  A8V               |*
068.658333|+28.961111|1445|          | 28929| 3304|         |04 34 38.0|+28 57 40| 5.88|-0.06|  B9pHg             |*
068.450417| +9.413056|1446|          | 28930|     |         |04 33 48.1|+09 24 47| 6.01| 1.06|  G8III             |
068.341667|-10.785833|1447|          | 28970|     |         |04 33 22.0|-10 47 09| 6.06| 1.38|  K0                |
068.534583| +5.568611|1448|          | 28978|     |         |04 34 08.3|+05 34 07| 5.68| 0.05|  A2V s             |*
068.478333| -6.738889|1449| 46    Eri| 29009| 3305|EH Eri   |04 33 54.8|-06 44 20| 5.72|-0.13|  B9pSi             |*
068.559167| -6.837778|1450|          | 29063|     |         |04 34 14.2|-06 50 16| 6.09| 1.38|  K2III             |
068.548333| -8.231389|1451| 47    Eri| 29064|     |DV Eri   |04 34 11.6|-08 13 53| 5.11| 1.70|  M3III             |*
068.548750| -8.970278|1452|          | 29065|     |         |04 34 11.7|-08 58 13| 5.26| 1.47|  K4III             |
068.377500|-29.766667|1453| 50Ups1Eri| 29085|     | 1650    |04 33 30.6|-29 46 00| 4.51| 0.98|  K0IIICN-1         |
069.172500|+41.264722|1454| 58    Per| 29094|     |         |04 36 41.4|+41 15 53| 4.25| 1.22|  K4III+A3V         |*
068.927917|+19.881667|1455|          | 29104| 3316|         |04 35 42.7|+19 52 54| 6.36|     |  G5II-III+A-F      |*
065.241250|-81.580000|1456|   Nu  Men| 29116|     |         |04 20 57.9|-81 34 48| 5.79| 0.35|  F0-2III           |*
068.980000|+16.509167|1457| 87Alp Tau| 29139| 3321|Alp Tau  |04 35 55.2|+16 30 33| 0.85| 1.54|  K5+III            |*
068.913750|+10.160833|1458| 88    Tau| 29140| 3317| 1658    |04 35 39.3|+10 09 39| 4.25| 0.18|  A5m               |*
068.808333| -9.736667|1460|          | 29173| 3318|         |04 35 14.0|-09 44 12| 6.37| 0.11|  A1m               |*
068.752083|-19.920556|1461|          | 29184|     |         |04 35 00.5|-19 55 14| 6.13| 1.17|  K3III             |
069.006667| -3.611944|1462|          | 29227| 3328|         |04 36 01.6|-03 36 43| 6.33|-0.10|  B7III             |*
069.079583| -3.352500|1463| 48Nu  Eri| 29248|     |Nu  Eri  |04 36 19.1|-03 21 09| 3.93|-0.21|  B2III             |*
068.887500|-30.562222|1464| 52Ups2Eri| 29291|     |         |04 35 33.0|-30 33 44| 3.82| 0.98|  G8IIIa            |*
068.499167|-55.045000|1465|   Alp Dor| 29305|     |Alp Dor  |04 33 59.8|-55 02 42| 3.27|-0.10|  A0IIISi           |*
069.992083|+53.473056|1466|  2    Cam| 29316| 3358|         |04 39 58.1|+53 28 23| 5.35| 0.32|  A8V               |*
069.977917|+53.079722|1467|  3    Cam| 29317| 3359| 1681    |04 39 54.7|+53 04 47| 5.05| 1.07|  K0III             |*
071.501250|+76.611111|1468|          | 29329|     |         |04 46 00.3|+76 36 40| 6.49| 0.51|  F7V               |
069.307083| +0.998333|1469|          | 29335|     | 1671    |04 37 13.7|+00 59 54| 5.31|-0.12|  B7V               |*
069.623333|+26.940000|1470|          | 29364| 3353| 1676    |04 38 29.6|+26 56 24| 6.47|     |  F2V:              |*
069.565833|+20.684722|1471|          | 29365|     |HU Tau   |04 38 15.8|+20 41 05| 5.92|-0.05|  B8V               |*
069.539167|+16.033333|1472| 89    Tau| 29375|     |         |04 38 09.4|+16 02 00| 5.79| 0.31|  F0V               |*
069.539583|+12.510833|1473| 90    Tau| 29388|     |         |04 38 09.5|+12 30 39| 4.27| 0.12|  A6V               |*
069.400417| -2.473333|1474| 51    Eri| 29391| 3350|         |04 37 36.1|-02 28 24| 5.23| 0.28|  F0V               |*
068.391667|-62.823611|1475|          | 29399|     | 1659    |04 33 34.0|-62 49 25| 5.79| 1.04|  K1III             |
069.212083|-30.716667|1476|          | 29435|     |         |04 36 50.9|-30 43 00| 6.30|-0.10|  B9IV-V            |
069.846250|+25.218333|1477|          | 29459|     |         |04 39 23.1|+25 13 06| 6.22| 0.16|  A5Vn              |
069.788333|+15.799722|1478| 91Sig1Tau| 29479|     |         |04 39 09.2|+15 47 59| 5.07| 0.15|  A4m               |*
069.818750|+15.918056|1479| 92Sig2Tau| 29488|     |         |04 39 16.5|+15 55 05| 4.69| 0.15|  A5Vn              |*
069.775833| +7.870833|1480|          | 29499|     |         |04 39 06.2|+07 52 15| 5.39| 0.26|  A5m               |*
069.545000|-14.303889|1481| 53    Eri| 29503|     |         |04 38 10.8|-14 18 14| 3.87| 1.09|  K2IIIb            |*
070.350417|+48.300833|1482|          | 29526|     |         |04 41 24.1|+48 18 03| 5.67|-0.02|  A0V               |
069.723333|-12.123056|1483|          | 29573|     |         |04 38 53.6|-12 07 23| 5.01| 0.07|  A2IV              |
070.014167|+12.197778|1484| 93    Tau| 29589|     |         |04 40 03.4|+12 11 52| 5.46|-0.12|  B8IV              |*
065.712083|-82.899167|1485|          | 29598|     |         |04 22 50.9|-82 53 57| 6.76| 0.20|  A7IV-V            |*
070.825417|+59.520833|1486|          | 29606| 3391|         |04 43 18.1|+59 31 15| 6.50|     |  A7IV              |*
069.832083|-14.359167|1487|          | 29613|     |         |04 39 19.7|-14 21 33| 5.45| 1.06|  K1IVa             |
069.946667| -1.052778|1488|          | 29610|     |         |04 39 47.2|-01 03 10| 6.10| 0.94|  K0                |
070.459583|+38.280278|1489|          | 29645|     |         |04 41 50.3|+38 16 49| 5.99| 0.57|  G0V               |
070.332500|+28.615000|1490|          | 29646| 3379|         |04 41 19.8|+28 36 54| 5.78|-0.03|  A2V               |*
072.209583|+75.941111|1491|          | 29678|     |         |04 48 50.3|+75 56 28| 6.06| 0.28|  A9IV              |
069.190000|-62.077500|1492|          | 29712|     |R Dor    |04 36 45.6|-62 04 39| 5.40| 1.58|  M8eIII:           |*
070.840000|+49.973889|1493|          | 29721|     |         |04 43 21.6|+49 58 26| 5.87| 0.02|  B9III             |
070.726250|+43.365000|1494| 59    Per| 29722|     |         |04 42 54.3|+43 21 54| 5.29| 0.00|  A1Vn              |
070.028333|-24.482500|1495|          | 29737|     |         |04 40 06.8|-24 28 57| 5.58| 0.92|  G6III             |
070.110417|-19.671667|1496| 54    Eri| 29755| 3380|DM Eri   |04 40 26.5|-19 40 18| 4.32| 1.61|  M4III             |*
070.561250|+22.956944|1497| 94Tau Tau| 29763|     |         |04 42 14.7|+22 57 25| 4.28|-0.13|  B3V               |*
069.767917|-51.672778|1498|          | 29805|     |         |04 39 04.3|-51 40 22| 6.44| 1.32|  K2III             |
070.807500|+24.088889|1499| 95    Tau| 29859|     |         |04 43 13.8|+24 05 20| 6.13| 0.54|  F7IV-V            |
071.053750|+40.786944|1500|          | 29866|     |         |04 44 12.9|+40 47 13| 6.08| 0.06|  B8IVne            |*
070.951250|+32.865278|1501|          | 29867|     |         |04 43 48.3|+32 51 55| 6.45|     |  A8V               |
070.140417|-41.863889|1502|   Alp Cae| 29875|     |Var?     |04 40 33.7|-41 51 50| 4.45| 0.34|  F2V               |*
070.514583|-37.144444|1503|   Bet Cae| 29992|     |         |04 42 03.5|-37 08 40| 5.05| 0.37|  F1V               |
070.076250|-58.943611|1504|          | 30003|     |         |04 40 18.3|-58 56 37| 6.53| 0.68|  G5V               |*
070.894167| -8.793611|1505| 55    Eri| 30020| 3409|DW Eri   |04 43 34.6|-08 47 37| 6.82| 0.39|  F4IIIpSr          |*
070.896250| -8.796111|1506| 55    Eri| 30021| 3409|         |04 43 35.1|-08 47 46| 6.70| 0.92|  G8III             |*
071.107500|+11.146111|1507|          | 30034|     | 1705    |04 44 25.8|+11 08 46| 5.40| 0.25|  F0V               |*
071.022083| -8.503611|1508| 56    Eri| 30076|     |DX Eri   |04 44 05.3|-08 30 13| 5.90|-0.11|  B2Ve              |*
070.788750|-30.765556|1509|          | 30080|     |         |04 43 09.3|-30 45 56| 5.68| 1.41|  K2III             |
072.651667|+70.941667|1510|          | 30085|     |         |04 50 36.4|+70 56 30| 6.37|-0.08|  A0IV              |
072.001250|+56.757222|1511|  4    Cam| 30121| 3432|         |04 48 00.3|+56 45 26| 5.30| 0.25|  A3m               |*
071.427083|+23.628056|1512|          | 30122|     |         |04 45 42.5|+23 37 41| 6.35| 0.06|  B5III             |*
071.033333|-18.666667|1513|          | 30127|     |         |04 44 08.0|-18 40 00| 5.53| 0.02|  A3V               |
071.685000|+40.312778|1514|          | 30138|     |         |04 46 44.4|+40 18 46| 5.97| 0.93|  G9III             |
072.029167|+55.602500|1515|          | 30144|     |         |04 48 07.0|+55 36 09| 6.26|     |  F0                |*
070.693333|-50.481389|1516|   Lam Pic| 30185|     |         |04 42 46.4|-50 28 53| 5.31| 0.98|  K0-1III           |
071.570000|+18.735000|1517|          | 30197|     |         |04 46 16.8|+18 44 06| 6.01| 1.21|  K4III             |*
070.934167|-41.064722|1518|          | 30202|     |         |04 43 44.2|-41 03 53| 6.25| 1.46|  K3-4III           |
071.507083|+11.705556|1519|          | 30210|     |         |04 46 01.7|+11 42 20| 5.37| 0.19|  A2m               |*
071.375417| -3.254722|1520| 57Mu  Eri| 30211|     |         |04 45 30.1|-03 15 17| 4.02|-0.15|  B5IV              |*
071.267500|-21.283611|1521|          | 30238|     |         |04 45 04.2|-21 17 01| 5.72| 1.47| gK2                |
071.600417| -2.954444|1522|          | 30321|     |         |04 46 24.1|-02 57 16| 6.33| 0.04|  A2V               |
075.086250|+81.193889|1523|          | 30338|     |         |05 00 20.7|+81 11 38| 5.07| 1.28|  K3III             |
071.456667|-34.005000|1524|          | 30397|     |         |04 45 49.6|-34 00 18| 6.86| 0.00|  A0V               |
071.607500|-28.087500|1525|          | 30422|     |         |04 46 25.8|-28 05 15| 6.19| 0.19|  A3IV              |
